
[SPRITES]
#UI stuffs
700000	1	153	328	202	150
#Player icon Mario
700001	20	300	41	309	150
#0
700100	96	38	107	49	150
#1
700101	109	38	120	49	150
#2
700102	121	38	132	49	150
#3
700103	134	38	143	49	150
#4
700104	146	38	157	49	150
#5
700105	159	38	170	49	150
#6
700106	172	38	181	49	150
#7
700107	184	38	193	49	150
#8
700108	197	38	206	49	150
#9
700109	209	38	220	49	150

#Speed normal node empty
700200	56	301	67	310	150
#Speed normal node full
700201	90	301	101	310	150

#Speed last node empty
700203	56	301	87	310	150

#Speed last node full
700204	90	301	121	310	150



