# id	left	top	right	bottom	texture_id
[SPRITES]
#####  BIG ###############
#IDLE
11121	244	154	259	181	0
11111	186	154	199	181	0

#WALKING RIGHT
11222	275	154	290	181	0
11223	304	154	321	181	0

#WALKING LEFT
11212	155	154	170	181	0
11213	125	154	140	181	0

#RUNNING RIGHT
11321	334	154	355	181	0
11322	334	154	355	181	0
11323	392	154	413	181	0

#RUNNING LEFT
11311	91	154	112	181	0
11312	65	154	86	181	0
11313	34	154	55	181	0

#JUMP WALK RIGHT
11417	395	275	412	302	0
11413	35	275	52	302	0

#JUMP RUN RIGHT & LEFT
11427	394	195	413	222	0
11423	35	195	52	222	0

#SIT RIGHT & LEFT 
11521	426	239	441	256	0
11511	5	239	20	256	0

#BRACE RIGHT & LEFT 
11621	425	154	442	181	0
11611	5	154	22	181	0

#GRAB RIGHT AND LEFT
11720	335	234	350	261	0
11721	275	313	290	340	0
11722	305	315	320	340	0

11710	95	234	110	261	0
11711	155	313	170	340	0	
11712	124	315	141	340	0


#GRAB WHILE FLYING RIGHT AND LEFT

11730	275	195	292	220	0
11731	153	195	172	220	0

#BIG MARIO FACING FRONT
11800	215	154	232	181	0

#DIE
13001	215	120	234	137	0

############ SMALL ################
 #IDLE
12121	247	0	260	15	0
12111	187	0	200	15	0

#WALK RIGHT
12222	275	0	292	15	0
12223	306	0	321	15	0

#WALK LEFT
12212	155	0	170	15	0
12213	125	0	140	15	0

#RUN RIGHT
12321	275	0	290	15	0
12322	306	0	321	15	0
12323	335	0	350	15	0

#RUN LEFT
12311	155	0	170	15	0
12312	125	0	140	15	0
12313	95	0	110	15	0

##GRAB RIGHT AND LEFT FOR SMALL
12340	245	120	260	135	0
12341	276	120	291	135	0

12330	185	120	200	135	0
12331	155	120	170	135	0

#BRACE RIGHT & LEFT
12511	6	0	19	15	0
12521	426	0	439	15	0

#JUMP WALK RIGHT & LEFT 
12413	35	80	50	95	0
12417	395	80	410	95	0

#JUMP RUN RIGHT & LEFT 
12423	65	40	80	55	0
12427	365	40	380	55	0
#JUMP GRAB RIGTH AND LEFT
12430	275	39	290	56	0
12431	155	39	170	56	0

##Small mario facing front
12800	216	0	231	15	0

##############  RACCOOON  ########## WIDTH DIF = 21,23,25. HEIGHT DIF = 31,33
#IDLE
13121	243	633	264	664	0
13111	183	633	202	664	0

#WALKING RIGHT
13222	273	633	294	664	0
13223	303	633	324	664	0

#WALKING LEFT 
13212	151	633	174	664	0
13213	122	633	143	664	0

#RUNNING RIGHT
13321	331	633	355	664	0
13322	362	633	385	664	0
13323	393	633	414	664	0

#RUNNING LEFT
13311	92	633	115	664	0
13312	61	633	84	664	0
13313	32	633	53	664	0

#GRAB RIGH AND LEFT
13340	242	793	263	822	0
13341	272	793	295	822	0

13330	182	793	205	822	0
13331	151	793	174	822	0

#JUMP WALK RIGHT
13417	392	754	415	781	0
13413	30	754	55	781	0

#JUMP RUN RIGHT & LEFT
13427	362	754	385	781	0
13423	61	754	86	781	0


#JUMP GRAB RIGHT AND LEFT
13430	241	674	266	703	0	
13431	151	674	174	703	0

#SIT RIGHT & LEFT 
13521	426	719	441	738	0
13511	5	719	20	738	0

#BRACE RIGHT & LEFT 
13621	425	634	442	663	0
13611	5	634	22	663	0

#ATTACK RIGHT

13721	215	675	232	702	0
13722	181	715	204	742	0
13723	245	675	262	702	0
#ATTACK LEFT
13711	215	675	232	702	0
13712	242	715	265	742	0
13713	245	675	262	702	0

#DESCEND


#Raccoon mario facing front
13800	215	633	232	662	0

#OVERWORLD MARIO
#SMALL
14000	0	9	15	24	90
14001	15	9	30	24	90

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
#IDLE
400	11121	100
401	11111	100
#FACING FRONT
403	11800	100
#IDLE HOLDING
410	11720	1000
411	11710	1000

#WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

#WALKING GRAB RIGHT AND LEFT
510	11720	100	11721	100	11722	100
511	11710	100	11711	100	11712	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50
#GRAB RIGHT AND LEFT
610	11720	50	11721	50	11722	50
611	11710	50	11711	50	11712	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100
#GRAB WHILE JUMPING RIGHT AND LEFT
810	11730	1000
811	11731	1000

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100





#DIE
999	13001	100

################### SMALL #################
1100	12121	100
1102	12111	100
1110	12340	100
1111	12330	100

#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100
#WALK RIGHT AND LEFT GRAB
1210	12340	100	12341	100
1211	12330	100	12331	100
#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#GRAB RUN RIGHT AND LEFT
1310	12340	50	12341	50
1311	12330	50	12331	50
#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100
#JUMP GRAB RIGTH AND LEFT

1610	12430	1000
1611	12431	1000


########################RACCOON ##############
1700	13121	100
1701	13111	100

##IDLE GRAB RIGHT AND LEFT
1710	13340	100
1711	13330	100

#WALKING RIGHT & LEFT 
1800	13121	100	13222	100	13223	100
1801	13111	100	13212	100	13213	100
#WALKING GRAB RIGHT AND LEFT
1810	13340	100	13341	100
1811	13330	100	13331	100

#RUNNING RIGHT & LEFT
1900	13321	50	13322	50	13323	50
1901	13311	50	13312	50	13313	50

#RUNNING GRAB RIGHT AND LEFT
1910	13340	50	13341	50
1911	13330	50	13331	50



#BRACE RIGHT & LEFT 
2000	13621	100
2001	13611	100

#JUMP WALK
2100	13417	100
2101	13413	100

#JUMP RUN
2200	13427	100
2201	13423	100


##JUMP GRAB RIGHT AND LEFT
2210	13430	100
2211	13431	100
#SIT RIGHT & LEFT 
2300	11521	100
2301	11511	100

#ATTACK RIGHT AND LEFT
2500	13721	50	13722	50	13723	50
2501	13711	50	13712	50	13713	50


#OVERWORLD MARIO
#SMALL

2600	14000	500	14001	500


